tas_smoothed,class,length_transient,Lon,Lat,PID,s,length_transient_trans
279.3008178710937,0,0,-66.25,53.75,21,SSP5-RCP8.5,0
282.54454345703124,2,0,-65.75,50.75,22,SSP5-RCP8.5,0
280.02965087890624,0,0,-65.75,53.25,19,SSP5-RCP8.5,0
279.27015991210936,0,0,-65.75,53.25,20,SSP5-RCP8.5,0
281.57919921875,2,0,-65.25,50.75,18,SSP5-RCP8.5,0
281.1147827148437,0,0,-65.25,51.25,23,SSP5-RCP8.5,0
281.8057495117188,0,0,-65.25,51.75,16,SSP5-RCP8.5,0
280.7913024902344,0,0,-65.25,52.25,21,SSP5-RCP8.5,0
280.54794921875,0,0,-65.25,52.75,21,SSP5-RCP8.5,0
279.7574737548828,0,0,-65.25,53.75,19,SSP5-RCP8.5,0
280.56834106445314,0,0,-65.25,53.75,24,SSP5-RCP8.5,0
281.3200317382813,0,0,-64.75,51.25,16,SSP5-RCP8.5,0
278.9169189453125,0,0,-64.75,54.25,21,SSP5-RCP8.5,0
282.26524658203124,2,0,-64.25,50.75,21,SSP5-RCP8.5,0
281.2558532714844,0,0,-64.25,51.25,23,SSP5-RCP8.5,0
279.98255920410156,0,0,-64.25,52.25,17,SSP5-RCP8.5,0
278.98309936523435,0,0,-64.25,54.25,20,SSP5-RCP8.5,0
281.77769165039064,2,0,-63.75,50.75,20,SSP5-RCP8.5,0
280.491162109375,0,0,-63.75,51.25,23,SSP5-RCP8.5,0
280.6346710205078,0,0,-63.75,51.75,21,SSP5-RCP8.5,0
280.7321533203125,0,0,-63.75,51.75,22,SSP5-RCP8.5,0
280.1336151123047,0,0,-63.75,52.75,24,SSP5-RCP8.5,0
282.3668273925781,2,0,-63.25,50.75,21,SSP5-RCP8.5,0
280.3160827636719,0,0,-63.25,51.25,17,SSP5-RCP8.5,0
280.4972808837891,0,0,-63.25,51.25,24,SSP5-RCP8.5,0
280.2750549316406,0,0,-63.25,51.75,18,SSP5-RCP8.5,0
280.2267272949219,0,0,-63.25,52.75,21,SSP5-RCP8.5,0
280.5188415527344,0,0,-63.25,53.75,22,SSP5-RCP8.5,0
280.79091186523436,0,0,-62.75,51.25,19,SSP5-RCP8.5,0
281.2488983154297,0,0,-62.75,52.25,20,SSP5-RCP8.5,0
280.3557525634766,0,0,-62.75,52.75,17,SSP5-RCP8.5,0
280.7520446777344,0,0,-62.75,52.75,21,SSP5-RCP8.5,0
282.0045562744141,2,0,-62.25,50.75,23,SSP5-RCP8.5,0
280.57525024414065,0,0,-62.25,51.75,22,SSP5-RCP8.5,0
280.3176971435547,0,0,-62.25,52.75,24,SSP5-RCP8.5,0
282.35268249511716,0,0,-61.75,51.75,23,SSP5-RCP8.5,0
281.8015869140625,0,0,-61.75,52.25,18,SSP5-RCP8.5,0
281.4244812011719,0,0,-61.75,52.25,21,SSP5-RCP8.5,0
281.9899841308594,0,0,-61.75,52.75,17,SSP5-RCP8.5,0
281.21400756835936,0,0,-61.75,53.25,16,SSP5-RCP8.5,0
280.2125640869141,0,0,-61.75,54.25,20,SSP5-RCP8.5,0
280.8419250488281,0,0,-61.75,54.25,24,SSP5-RCP8.5,0
281.3078247070313,0,0,-61.25,51.75,17,SSP5-RCP8.5,0
280.504052734375,0,0,-61.25,52.25,17,SSP5-RCP8.5,0
280.9916656494141,0,0,-61.25,52.75,20,SSP5-RCP8.5,0
280.7705474853516,0,0,-61.25,53.25,17,SSP5-RCP8.5,0
280.6995452880859,0,0,-61.25,54.25,17,SSP5-RCP8.5,0
282.92174072265624,2,1,-60.75,50.75,17,SSP5-RCP8.5,0
281.3079406738281,0,0,-60.75,51.75,16,SSP5-RCP8.5,0
281.09892578125,0,0,-60.25,52.25,18,SSP5-RCP8.5,0
281.2249450683594,0,0,-60.25,52.75,23,SSP5-RCP8.5,0
282.24427490234376,0,0,-60.25,53.25,23,SSP5-RCP8.5,0
281.1643981933594,0,0,-60.25,53.75,20,SSP5-RCP8.5,0
281.0839080810547,0,0,-59.75,52.25,24,SSP5-RCP8.5,0
281.100244140625,0,0,-59.75,52.75,17,SSP5-RCP8.5,0
280.6897003173828,0,0,-59.75,54.25,22,SSP5-RCP8.5,0
281.2379913330078,0,0,-59.75,54.75,16,SSP5-RCP8.5,0
281.21253967285156,0,0,-59.75,54.75,24,SSP5-RCP8.5,0
280.942431640625,0,0,-59.25,52.25,22,SSP5-RCP8.5,0
280.90472412109375,0,0,-59.25,54.25,18,SSP5-RCP8.5,0
282.0887145996094,2,0,-58.75,51.75,24,SSP5-RCP8.5,0
281.56659545898435,0,0,-58.75,54.25,19,SSP5-RCP8.5,0
280.62091369628905,0,0,-58.75,54.75,18,SSP5-RCP8.5,0
281.6546356201172,0,0,-58.25,54.25,16,SSP5-RCP8.5,0
280.93369445800784,0,0,-58.25,54.25,19,SSP5-RCP8.5,0
280.68853759765625,0,0,-58.25,54.75,22,SSP5-RCP8.5,0
281.4237823486328,0,0,-57.75,51.75,18,SSP5-RCP8.5,0
281.4833923339844,0,0,-57.25,53.75,24,SSP5-RCP8.5,0
282.98833618164065,2,0,-56.75,51.25,17,SSP5-RCP8.5,0
280.7403503417969,0,0,-56.75,51.75,19,SSP5-RCP8.5,0
280.94739685058596,0,0,-56.25,53.25,19,SSP5-RCP8.5,0
281.9187835693359,2,0,9.75,60.25,16,SSP5-RCP8.5,0
282.4227355957031,2,0,9.75,60.25,19,SSP5-RCP8.5,0
282.2512237548828,2,0,9.75,60.25,23,SSP5-RCP8.5,0
282.1880676269531,2,0,9.75,60.75,17,SSP5-RCP8.5,0
282.3264892578125,2,0,9.75,60.75,19,SSP5-RCP8.5,0
282.60240173339844,0,0,10.25,63.25,19,SSP5-RCP8.5,0
282.16522827148435,0,0,10.25,63.25,22,SSP5-RCP8.5,0
282.99456787109375,2,0,10.75,63.75,24,SSP5-RCP8.5,0
280.7864929199219,0,0,11.25,61.75,23,SSP5-RCP8.5,0
282.9665924072266,2,0,11.25,63.75,23,SSP5-RCP8.5,0
282.0387451171875,0,0,11.75,63.75,22,SSP5-RCP8.5,0
282.15382385253906,0,0,11.75,64.25,18,SSP5-RCP8.5,0
281.0272735595703,0,0,12.25,61.25,21,SSP5-RCP8.5,0
279.89757080078124,0,0,12.25,62.25,18,SSP5-RCP8.5,0
279.568359375,0,0,12.25,63.25,17,SSP5-RCP8.5,0
281.11114196777345,0,0,12.25,64.25,23,SSP5-RCP8.5,0
282.38084106445314,2,0,12.75,60.75,17,SSP5-RCP8.5,0
280.9950256347656,0,0,12.75,61.25,19,SSP5-RCP8.5,0
280.84669799804686,0,0,12.75,61.25,24,SSP5-RCP8.5,0
280.7342559814453,0,0,12.75,61.75,23,SSP5-RCP8.5,0
280.10602416992185,0,0,12.75,62.25,17,SSP5-RCP8.5,0
279.0223052978516,0,0,13.25,62.75,19,SSP5-RCP8.5,0
278.9633026123047,0,0,13.25,62.75,21,SSP5-RCP8.5,0
279.3257263183594,0,0,13.25,62.75,23,SSP5-RCP8.5,0
280.1016784667969,0,0,13.25,63.25,18,SSP5-RCP8.5,0
281.1729797363281,0,0,13.25,65.75,22,SSP5-RCP8.5,0
281.1089263916016,0,0,13.75,61.75,22,SSP5-RCP8.5,0
279.8563293457031,0,0,13.75,62.25,18,SSP5-RCP8.5,0
279.96282958984375,0,0,13.75,62.25,23,SSP5-RCP8.5,0
281.63750610351565,0,0,13.75,63.25,17,SSP5-RCP8.5,0
280.6265930175781,0,0,13.75,63.75,20,SSP5-RCP8.5,0
280.9781219482422,0,0,13.75,63.75,24,SSP5-RCP8.5,0
280.05101013183594,0,0,13.75,64.25,24,SSP5-RCP8.5,0
282.3945617675781,2,0,14.25,61.25,19,SSP5-RCP8.5,0
281.7775421142578,0,0,14.25,61.75,22,SSP5-RCP8.5,0
282.0373931884766,0,0,14.25,62.75,19,SSP5-RCP8.5,0
281.62554321289065,0,0,14.25,63.75,24,SSP5-RCP8.5,0
280.31284484863284,0,0,14.25,64.25,23,SSP5-RCP8.5,0
279.81329650878905,0,0,14.25,64.75,19,SSP5-RCP8.5,0
281.7917083740234,2,0,14.75,61.75,21,SSP5-RCP8.5,0
281.4486114501953,0,0,14.75,63.75,17,SSP5-RCP8.5,0
282.31018981933596,0,0,14.75,63.75,21,SSP5-RCP8.5,0
280.80092468261716,0,0,14.75,64.25,20,SSP5-RCP8.5,0
279.8066345214844,0,0,14.75,64.75,17,SSP5-RCP8.5,0
282.30469970703126,2,0,15.75,63.25,18,SSP5-RCP8.5,0
282.32733154296875,2,0,15.75,63.75,18,SSP5-RCP8.5,0
